code,x,y,z,cluster
S31383,-0.46742153,-3.4731493,2.0292144,30
S32216,-0.33273554,5.6736774,-1.5006561,6
S31077,6.6099243,2.2995749,-4.675056,0
S31190,1.1737947,-1.7707124,0.26669407,11
S32614,-3.2572412,0.64029837,2.2352839,56
DWS2711,-3.6596022,1.2653842,-0.2577772,53
SE3283,-4.0527363,0.21159744,-0.003568649,26
SS33052,-0.30948353,-3.838704,2.3972301,30
S31698,8.205464,2.7732806,-5.9200983,0
DWS2497,9.069605,2.5395832,-6.020747,0
S32858,7.510601,3.533885,-5.375599,0
SS33203,-0.10175562,-4.5123014,0.17422009,50
S32833,0.048608303,-1.3789673,-1.7685747,16
SS33264,-1.3678856,-1.2058039,1.7251115,51
S31495,-2.72015,-0.001492024,1.5805702,40
SS32794,0.72519207,-0.31345463,3.0433407,4
S31255,7.390814,1.4856987,-5.4637203,0
S32879,8.340513,1.8785605,-5.8973713,0
S32901,8.675213,2.2730708,-6.3739576,0
S33323,-0.69155884,4.3367367,-0.70569706,20
S32848,0.8114376,-1.2206726,-1.8299356,16
SS33111,-0.17658615,-3.065641,-0.56461763,19
SS33117,-2.2860103,-3.228118,-1.1944127,15
S31813,-4.851059,-0.7870436,-1.8031106,9
S31859,0.1028676,-3.958579,2.877594,30
S32260,-1.176815,-1.1184063,3.3801346,44
SS33145,-0.4785738,2.0076685,0.3559494,46
DWS2596,-1.9499936,5.24144,0.40093994,7
S32170,-0.71494484,4.2903576,-0.40883446,20
S32183,1.4450512,-0.75725746,-1.5934801,16
S33118,-0.28311825,-2.8044658,-0.6483383,19
SS33046,-0.62386894,-5.004216,0.19499683,33
SS32771,0.20689917,-4.1834235,0.18097115,50
SS33137,-1.9304533,-0.68382263,-0.18415117,32
E31934,-0.24631119,-4.39151,-0.027469635,50
SS33156,-1.9826465,-6.181919,0.82595587,14
S31759,0.5807476,-1.1827326,-2.0287867,16
S32847,-2.6628218,-0.42361832,0.05140972,37
SS33047,8.813719,2.3540902,-6.2378254,0
S32251,-0.42968512,-3.8312635,2.3429403,30
S32784,-0.7711811,-2.9108477,2.696166,47
S31466,0.19994068,-3.6809387,2.9964619,30
S32130,-0.4215827,-3.574129,2.4387684,30
S32418,-0.24215841,-3.5894184,2.659439,30
DWS3273,1.1211462,2.3673058,-1.3892622,49
SS32803,-1.4106512,-4.499428,-0.51150894,22
S32061,-0.16521263,4.2968435,-0.396245,20
SS32772,0.27927828,-4.15763,0.18623352,50
S32706,8.383534,2.1917238,-5.8184443,0
E31193,-2.4681244,4.9260235,0.0954299,7
S32935,7.5177765,3.109004,-5.4281397,0
S31447,-0.24871254,-4.330943,0.041465282,50
S32893,-0.18846798,-1.6512961,-1.5132742,16
S32047,-0.25628567,1.3675966,0.90394497,1
SS33029,-0.35520458,-3.5616398,2.40724,30
S31974,-0.21091175,4.3711205,-0.3322549,20
S32891,-0.924633,3.9095106,-0.5254345,20
S31254,-3.3790855,0.5895457,2.1177087,56
S31792,-2.7436543,-0.27866364,1.5797777,40
SS33040,-4.6328545,-0.90097666,-1.9148631,9
S31328,0.24862957,-4.1400986,0.10360813,50
S31898,7.7710705,3.1890802,-5.584038,0
SS33099,-0.61945486,-5.016945,0.2022152,33
SS33107,-0.18997335,-5.0478477,0.8928499,18
E32340,-4.532961,-0.48185444,-1.2728581,9
P31363,-3.7745342,0.6719084,1.8679576,52
S31909,-0.5023198,3.7671804,-0.5856037,20
S32855,-0.5565996,3.753214,-0.8696351,20
S31822,0.12668419,-3.90489,2.9022713,30
SS32084,-0.46303463,-3.797244,2.5404844,30
S31603,-0.2563634,-4.0963154,0.07616234,50
S31284,-0.3292637,-3.692419,2.7636795,30
S33210,1.1455045,-2.1822271,0.4180212,11
DWS2600,-2.5958867,5.3147707,0.43493843,7
S32116,8.382854,2.3491855,-5.946253,0
SS32990,-0.9891324,3.9755325,-0.029316902,17
DWS2687,-2.1404362,5.3787785,0.41719627,7
SS33085,-0.7510958,-5.173438,0.23875093,33
S32899,-0.2275343,-1.7338572,-1.3646564,16
P31304,-4.662656,0.47790623,-1.4211473,9
S32937,-0.50625134,3.7878933,-0.796546,20
E32289,-3.7278938,0.8637819,2.0602746,52
S32254,1.4089632,1.99228,-0.8016262,45
SS33043,0.7674608,-1.6093302,-0.9362922,16
CWES1968,-0.6062002,-0.86458325,2.6910114,28
DWS2654,7.4021444,3.5837383,-5.295457,0
DWS2597,-2.1124215,5.331396,0.40954304,7
S32427,-3.9093714,0.22820854,0.80766773,25
S32113,-2.6317368,1.2915735,2.990695,54
S32169,-0.36803246,-3.8228111,2.6291132,30
S32826,8.167423,2.2410078,-5.979479,0
P31570,1.4248981,1.9914532,-0.78742886,45
SS33041,0.25280476,-4.1469345,0.17546701,50
P31210,1.5987501,1.3574386,-0.77840567,42
S32920,1.0608549,2.3349924,-1.3259115,49
E33218,-0.91489506,-4.695266,-0.23427677,48
SS33026,-0.18023396,-5.233774,1.2124405,18
S32897,8.832671,2.3215208,-6.1494007,0
S32919,8.942132,2.0380049,-6.5559464,0
SS33064,-0.5722437,3.924036,-0.824111,20
DLIW2477,-1.2266855,-0.785511,4.023879,5
S31325,-3.1873837,-2.122589,-1.0478077,27
SS33044,-0.53932095,-2.3769512,-0.20979309,19
S32890,-4.377532,-0.28436852,-1.0549321,9
SS32997,-0.44110107,4.3940926,-0.5284915,20
DWS2680,9.071615,2.35247,-6.425392,0
SS33086,1.1156349,3.3322659,0.1284957,20
S31770,0.95725775,-0.035398006,2.9672031,4
S32975,-1.8111897,-5.9460716,0.99266195,14
S32878,0.56185055,-1.0705605,-2.0857992,16
S32243,-3.2677994,-1.9650812,-1.0166674,27
S31579,-0.18951607,-3.5502086,2.5454168,30
SS33101,7.638077,1.5429864,-5.320775,0
DWS2595,-2.1285014,4.886158,0.22779274,7
S32931,-4.6640644,-0.76136017,-1.6345782,9
SS33112,-1.3994236,-3.1698208,0.044045925,38
S32889,-2.639153,-2.400454,-1.160995,24
S32574,0.2890792,-4.111477,0.14202261,50
S31296,-0.087646484,-3.518085,2.6132054,30
SS33231,-0.52695084,-3.757574,2.0680094,30
S31707,-0.41621304,-2.4461765,-0.76175594,19
SS33252,-2.486466,-5.2088566,-1.796957,23
S32148,-0.77960587,-5.105196,0.03355217,33
S31278,8.687014,2.4499092,-5.995183,0
SS33063,-0.33358192,4.340336,-0.43480778,20
S32849,8.572785,2.357316,-5.951439,0
S32894,-2.5060215,-0.15832138,0.6336918,37
S31551,-1.1799612,-5.6990976,-0.084077835,33
SS33121,-2.5391011,-5.40959,-1.928565,23
SS33167,-0.11680126,-5.3460712,1.153996,18
S31609,0.31927395,-1.2805786,-2.0392904,16
S32107,-0.30930614,-3.924137,2.5658712,30
S32118,-0.24877167,1.3131566,0.8994336,1
S32867,-1.8791537,-4.0673695,-0.6077862,22
SS32954,7.224888,3.3871212,-5.193507,0
SS33110,-1.6638398,1.3001451,2.0235548,34
S32827,-3.4300385,0.060044765,1.7145443,55
S32860,-3.254774,-2.0592632,-1.0941515,27
S31425,1.256175,-2.237412,0.44893837,11
SS32957,-2.5549593,-0.4876156,0.8950443,37
S32902,-0.16051674,-2.717495,1.81816,31
S32871,-4.6678066,-0.73016024,-1.8189445,9
S32904,8.620204,2.239681,-6.513441,0
SS33147,-0.07377672,-5.3302946,1.052875,18
SS33295,-2.885149,-0.24067402,1.2348065,40
DWS2686,-1.1698227,4.026062,0.044991493,17
SS32991,-0.5714607,4.3450603,-0.522913,20
S31699,-2.0126,-0.7807703,-0.1379509,32
S31595,-2.7298317,-0.09406614,1.4639158,40
S33214,-1.4030666,1.1209602,2.266274,34
SS33075,7.613573,1.4844232,-5.2815046,0
SS33286,-0.018248558,3.8092737,0.14139271,20
S31450,1.4351683,-0.9329262,-0.019494057,41
SS33124,-1.5436001,-4.803173,-0.74045515,22
S31951,-1.0212922,-0.56253195,2.423153,51
S32940,8.421785,1.8614402,-5.994569,0
SS33271,-0.20546865,-3.511567,2.684657,30
SS33162,-1.5311227,1.4132433,2.303131,34
DWS2984,-2.0768871,5.226265,0.35836983,7
S32422,0.9050493,-1.2550268,-1.6310301,16
SS33238,-1.3448915,-4.7104053,-0.4339428,22
DWS2682,8.980644,2.383936,-6.16813,0
S31070,1.3567705,-2.1493654,0.3672762,11
SS33104,-0.8841562,-5.3557634,0.10743523,33
S33279,-1.8417964,-6.271797,0.39038372,14
S32834,-0.45963287,3.8687692,-0.5789242,20
S32926,-3.4621964,0.24763203,1.7839155,55
S31481,-0.5458851,-3.1897717,1.7043419,30
S31621,-0.5102699,-3.4252777,1.9674625,30
S32001,-0.10862684,-3.0675468,-0.4890442,19
S32746,-0.26408672,-4.0354347,2.5721931,30
P31430,1.0287476,1.1113548,-2.3948612,61
SS33030,-0.17177439,-5.1111546,1.3649225,18
S32886,-3.243451,-2.105318,-1.0287905,27
SS33123,-1.5040197,-4.891178,-0.67037296,22
DWS2646,-1.1663327,-0.77012444,1.9122763,51
DWS2647,-1.1431723,-0.71514606,1.8533373,51
S32236,8.962796,1.9555225,-6.358489,0
S32906,8.596832,2.6243792,-5.9427576,0
S31368,-0.90881586,-2.102799,0.762702,29
S32941,-0.61203194,3.8756495,-0.74037075,20
S31507,-4.717083,-0.8910966,-1.7339654,9
S31594,-2.876377,-0.008753061,1.5304632,40
S32938,7.2488747,3.2757893,-5.224365,0
S32939,9.125906,2.1580381,-6.57586,0
DWS2767,0.20546055,1.6787205,0.078976154,3
SS33256,-1.8950357,-6.111986,0.6744127,14
DWS2685,10.218995,2.4522572,-6.3638115,0
S32875,8.451322,2.1656857,-6.2491264,0
S31323,-0.37446976,3.5169172,-0.59402275,20
SS33299,1.1892118,-1.3657799,-1.1242924,16
DWS2304,-2.534153,5.5639467,0.3842697,7
S32406,7.480713,3.2131138,-5.3907824,0
S32865,8.736641,2.350254,-6.113456,0
S32918,-3.597704,0.25024557,1.6912422,55
SS33166,-3.6715012,0.313982,1.7163591,55
S32863,-3.415515,0.27748585,1.8246765,55
SS33105,-1.8846979,-4.1530476,-0.6449466,22
SS33307,-0.1706748,-3.9540167,0.084168434,50
S32914,-0.95373726,3.8231301,-0.51895094,20
S31373,0.20359755,-3.7261252,3.0038424,30
SS33296,-3.691846,0.31831217,1.6904011,55
S32905,8.563915,2.0221534,-6.0420847,0
SS33301,-0.6989956,-2.185597,0.7375784,29
S32438,-3.0852585,-2.079709,-0.8585558,27
DWS2594,0.35990286,3.4579659,0.40170717,20
E31345,1.6113243,0.94830894,-0.7281084,42
S32942,-0.5122862,3.809062,-0.37439442,20
SE2537,-2.5532093,-0.5434036,0.90368986,37
S32936,-0.7864933,3.9257622,-0.59213495,20
SS33148,9.217718,2.3099947,-6.5063343,0
S33201,-0.15589333,3.484581,0.03561306,20
S41090,-2.569193,5.1057167,0.078151226,7
S41389,-1.3560619,3.8441648,-0.15492344,17
S41557,-2.4690418,5.129595,0.046586037,7
S41591,-2.4973297,5.457443,0.2872467,7
S41592,-2.6788878,5.4287024,0.4525423,7
S41593,-2.6562548,5.3095417,0.15545464,7
S42468,-1.2464328,4.0645266,-0.120004654,17
S41636,-2.6272507,5.2099094,0.42060423,7
S41651,-2.7015886,0.16954708,1.7726774,40
S41653,-2.557848,5.229478,0.2628832,7
S41680,-2.0531254,4.707364,0.20242071,7
S41724,-2.1014385,5.1430492,0.26342916,7
S41731,-2.3448048,5.0202684,0.32998276,7
S41746,-2.2926636,5.42953,0.36983824,7
S41796,-1.3243542,4.1538296,-0.020425797,17
DLIT1866,-2.2737951,5.5082836,0.4322462,7
S41930,-2.3033118,5.2206,0.23530483,7
S42012,0.03548336,2.382609,0.7305889,1
S42108,-2.3396292,5.4833565,0.42399788,7
S42109,-2.3783178,5.5380087,0.4329009,7
S42112,-0.11720562,3.6611242,0.04355097,20
S42114,0.20173645,3.5068245,0.35704756,20
SE42115,0.46564674,1.5052862,-0.03054142,3
S42117,-2.6830564,5.449011,0.4205985,7
S42122,-2.0929432,5.3497543,0.48119926,7
S42155,-2.528253,5.1401253,0.54406166,7
S42196,-2.1507483,4.837141,0.2316246,7
S42210,-3.3129396,1.2282944,-0.4132023,59
CWE42270,-2.494503,5.31756,0.21624756,7
SE2271,-2.2714672,5.00508,0.28034878,7
SE2304,-2.3752542,5.081211,0.2643566,7
SE2305,-2.5568647,5.512763,0.3559065,7
SE2306,-2.6498175,5.455883,0.3141575,7
SE2307,-2.2332573,5.5324984,0.47028923,7
SE2310,-2.4674134,5.505945,0.48066235,7
S42316,-4.121949,-0.5749531,-1.2886715,9
SE2318,-2.323944,5.5560427,0.41187286,7
SE2345,-2.5364432,5.620714,0.4836197,7
S42390,-1.3319521,3.8990192,-0.15082788,17
S42410,-1.4700699,4.2462273,-0.10380173,17
S42453,-2.4351282,5.1064186,0.10047817,7
S42594,0.3536396,2.282813,1.143991,1
S42595,0.3523531,2.270153,1.1462965,1
S41051,-1.4349041,1.3475032,2.3278947,34
P41066,1.5830612,1.1426854,-0.73714066,42
S41147,0.26141644,-3.5401487,3.0021544,30
S41156,1.134409,-0.1365776,2.87711,4
S41222,2.2069511,-0.7958808,0.017822742,35
S41262,-1.3794084,1.410007,2.4388733,34
S41329,0.24205732,0.025991917,0.29162073,13
S41379,-2.622098,1.277256,2.9723067,54
S41513,0.3917942,0.7161894,3.0518074,4
S41835,1.1219964,-0.13684797,2.844245,4
CWE41967,0.14053535,-3.408371,2.932764,30
S42093,0.14833355,3.93507,-0.45534468,20
SE2264,0.6267643,-0.13582134,2.8604488,4
S42598,0.36473274,2.249642,1.1663241,1
S41018,0.8930721,-0.2052288,3.0632696,4
S41057,0.9494662,-0.05985403,2.924141,4
S41067,0.5121708,0.24590111,2.9605541,4
S41068,1.5859456,-0.51440525,-0.33219433,41
S41148,-0.003663063,-3.3982878,2.7485752,30
S41150,1.6397877,-0.44328785,-0.4229622,41
S41158,0.04398966,0.7513113,2.9116764,4
S41164,0.35084438,0.7563648,3.0461736,4
S41200,0.1939354,0.7842927,2.9738426,4
S41218,0.037806988,0.79415894,2.913312,4
S41491,0.41443062,0.5755882,2.9068346,4
CWE41597,0.9593625,-1.0378237,0.177207,41
S41599,0.16299295,1.8882256,0.1011858,3
S41647,0.96961546,-0.042776108,3.1004744,4
CWE41669,-1.5901566,1.5334234,2.3238716,34
CWE41721,0.42316055,0.55845547,2.9054594,4
CWE41733,0.46023083,0.49342966,2.9111357,4
CWE41736,0.4408126,0.489748,2.8943,4
S41786,-0.97636414,-5.5331936,-0.1769805,33
S41825,-0.14004993,-5.259451,1.1195984,18
S41888,0.09740257,-3.3628044,2.8902988,30
S41900,0.9611244,-0.19245815,3.005251,4
S41901,0.14270496,0.64984655,2.8889952,4
CWE41948,0.8795681,0.21267986,3.2350287,4
S41974,0.53791857,-0.23331928,3.0477123,4
S41994,0.35211086,2.280652,1.1434183,1
SE2312,-1.4766903,1.3567381,2.3035398,34
S42462,-0.23185349,-3.9164333,2.2981272,30
P42575,-0.0631485,-3.6310863,2.6962547,30
P42589,0.3207717,0.7398553,2.9664307,4
S41022,-0.014143944,-3.2985787,-0.33167648,19
S41035,1.1670442,-0.17156267,2.9560232,4
P41043,1.142365,-0.5072956,2.607205,4
S41052,0.14654589,-2.1303968,2.2477093,8
S41099,-0.05337572,0.8188715,2.8560362,4
S41153,0.8130536,0.014564514,2.9837208,4
S41169,2.2863216,-0.7706404,-0.00742054,35
S41172,0.5255146,0.6456146,3.0511637,4
S41174,1.1274147,-0.46606827,2.6541128,4
S41181,-0.03531742,-5.323251,1.130436,18
S41213,-0.022898197,0.8651638,2.9723978,4
S41238,-0.033062935,-5.3449535,1.1394463,18
S41276,2.11133,-0.68494034,-0.13053846,35
S41340,-0.8405528,-2.6371918,2.6199417,47
S41347,-0.027737617,-5.326723,1.1756191,18
S41370,1.0817623,-2.2832193,0.48114872,11
S41392,1.3108993,-2.202876,0.4288211,11
S41479,1.1293192,-0.091524124,2.83255,4
S41489,0.50747204,3.7741718,0.39636707,20
S41498,0.31759787,2.2444487,1.1206656,1
S41518,0.6357441,3.8815536,0.3256607,20
CWE41520,0.8765116,0.09600544,3.1553202,4
CWE41521,1.4291682,0.07121372,2.4148016,2
CWE41590,0.6831479,-0.2506361,2.8941488,4
S41606,1.4051704,-0.8108568,0.006483555,41
S41635,0.27731705,2.400899,0.9739957,1
CWE41656,0.6138077,-0.19959974,3.020361,4
S41793,0.031816483,-4.138994,0.047950268,50
S41932,-0.002479553,-4.060629,0.09286022,50
SE2026,-1.0452251,-0.5775013,1.9568534,51
S42152,1.2348728,-1.2116919,-1.2179041,16
S42272,0.9273052,-0.27853107,3.1864595,4
S42539,1.0138454,-0.43580627,3.05926,4
S42545,0.20572186,-3.62329,-0.059803486,19
S42548,-0.22690105,-5.112301,0.96584797,18
CWE42613,0.566092,-0.28754997,2.9997177,4
S41252,1.4375377,0.06363344,2.4402676,2
S41447,-4.1702213,-0.16143465,-0.15040064,26
S41493,0.4131508,4.022031,0.060113907,20
S41500,1.4716005,0.03343296,2.3833876,2
CWE41541,1.5017996,0.10535145,2.3394346,2
CWE41658,0.33767176,-0.019622803,3.0454063,4
S41723,1.2128105,-0.058116436,2.7516088,4
S41737,0.49129343,-0.22040176,3.1012473,4
S41829,-0.28937578,-4.255204,0.030915737,50
S41859,1.5267544,0.2302208,2.225667,2
S41946,0.1562562,3.4399395,0.3453684,20
DLIT2169,-0.92429066,-0.53116894,2.5959187,51
SE2175,0.17258835,2.4830742,0.84091187,1
DLIT2207,-0.3185296,-0.39826727,2.881281,21
S41056,0.5332813,0.2920127,2.90831,4
S41268,-0.20711899,0.94852066,2.941599,4
S41318,0.93559074,0.2134304,3.2340508,4
S41411,0.8807144,0.16461468,3.204585,4
S41486,0.8565254,-0.2809744,3.1165075,4
S41487,0.36955357,0.08896446,2.8292103,4
S41516,0.61777496,0.29768562,2.8494606,4
CWE41554,0.93633986,0.12058449,3.2357626,4
S41568,0.7886276,0.005868912,3.237667,4
S41595,0.9056263,0.090559006,3.147972,4
S41620,0.49254704,0.19862843,2.911727,4
CWE41753,0.35090637,0.1350708,3.0302267,4
CWE41902,0.54483414,-0.03809452,3.0710278,4
CWE41949,0.74791527,0.05145645,3.1580343,4
S41960,0.9377327,0.2129345,3.2254848,4
S41961,0.77155304,0.094758034,3.1022549,4
P42362,0.6741214,3.9025078,0.21544838,20
S41141,-0.73306036,-2.9484272,1.6078367,30
S41210,-0.69424295,-5.34379,0.21426392,33
S41232,-3.869505,0.24887657,0.85992813,25
S41313,-1.2721443,-2.7755203,0.03718376,38
S41348,-1.1638937,-0.9715195,1.7826481,51
S41434,0.16667843,2.4018755,0.87913465,1
S41532,-0.4093833,4.355322,-0.18256211,20
S41556,8.465195,2.523767,-5.9893007,0
S41596,-2.2258244,5.124672,0.3949318,7
S41600,-2.7847586,-0.23282051,1.6612263,40
S41756,-1.333045,-2.3362408,0.25528812,36
S41768,-1.2856503,-3.0803876,0.063931465,38
S41769,0.7975106,-1.5820231,-1.2526693,16
S41774,-0.2173481,1.7331829,0.85063076,1
S41775,-2.7139606,-0.07536411,1.623116,40
S41778,0.22232914,3.3507442,0.3875208,20
S41779,-0.26352596,-3.9075012,2.2840958,30
S41780,-1.3039846,-1.1573253,1.7787752,51
S41782,-0.6088953,1.9381256,0.23616695,46
S41787,-2.3816752,-5.2403603,-1.7464256,23
S41789,-1.7296348,-1.0539517,0.121684074,32
S41791,-1.7652574,-1.0040979,0.08863258,32
S41794,-4.3457947,-0.6523342,-1.4389458,9
S41861,-1.9106784,-4.2314634,-0.80268764,22
S41898,-1.2906122,-2.9818335,0.097932816,38
S41914,-1.7834301,-1.3925657,1.6281948,60
S41924,-1.3402181,-0.96578884,1.9764538,51
SE1959,-1.1286922,-0.6273632,1.8492365,51
SE2004,-1.0043535,-0.45852327,1.9729624,51
S42013,0.31173182,1.0200024,0.2331276,3
S42016,1.0980892,-1.23773,-1.4067345,16
S42017,-0.5058894,-2.3295436,-0.23773575,19
S42020,-1.2953529,-1.0991583,1.7214594,51
S42023,-0.06648159,2.2776213,0.6954961,1
S42073,-0.06492138,-2.529827,1.8702011,31
SE2121,-1.1660848,-0.6217947,1.800458,51
SE2142,-0.10949898,-4.421636,0.3741541,50
S42166,-3.2080135,-1.9519672,-0.5557318,27
SE2209,-1.1175375,-0.6736717,1.9015508,51
S42250,-1.202692,-0.7830763,1.9158955,51
S42255,-1.3293781,-1.0451841,1.8452568,51
S42263,-0.60981417,-2.402861,0.8856201,29
S42295,-0.9818592,-0.5734768,2.116661,51
S42322,-2.2205076,5.385041,0.36686516,7
S42323,-0.60064363,1.2293615,3.9148521,12
S42324,-1.5007854,-1.2243543,1.7361455,51
S42354,-1.9623346,-4.2085075,-0.888566,22
S42392,-0.18987465,1.7470732,0.85946274,1
S42393,-0.18937969,1.7853422,0.8375912,1
S42398,-0.5844388,-3.0449476,1.7533159,30
S42482,-1.3203268,-0.96631956,1.9399357,51
S42487,8.591165,2.6555586,-6.0879097,0
S42499,-2.6091022,-5.3546715,-1.9996872,23
S42502,-1.2600012,-2.5188842,0.41462326,36
S42522,-1.0499992,-4.705,-0.2721548,48
S42530,-0.9631319,-4.678299,-0.11039257,48
S42577,-2.5495472,-0.48393297,0.80597544,37
2592,1.0659409,2.3410006,-1.3396516,49
SE2139,-0.88368225,-0.45480156,2.0872622,51
S41016,-2.7752275,-0.19113016,1.6695843,40
S41049,-1.773138,-4.5097084,-0.47095203,22
S41582,-3.5928364,1.3343143,-0.26897812,53
S42101,-3.1020613,1.2722402,-0.4189558,59
S42463,-4.6579523,-0.22611189,-1.3744626,9
P41124,-4.754938,0.44962597,-1.5306177,9
S41189,-3.611,1.2006245,-0.25506783,53
S41333,-4.6201572,0.5287075,-1.3622303,9
S41461,-3.8457832,0.17420769,0.7337847,25
S41484,1.5757504,1.3965802,-0.78465986,42
CWE41685,-4.11924,0.092149734,-0.008611679,26
S41693,-4.1340017,0.23925447,0.28119516,26
S41833,-3.778266,1.1268697,-0.2250166,53
S41896,-3.711174,1.2043281,-0.25565243,53
SE1951,0.1578641,2.4626007,0.83621407,1
SE1957,-4.15222,-0.061911583,-0.10395241,26
S42051,-3.8646755,0.24975634,0.9614029,25
SE2126,-0.8445673,-5.458681,0.07252979,33
S42167,-4.1244802,0.16742706,0.2273674,26
S42182,2.419263,-0.7933636,0.029663086,35
SE2245,-4.154295,-0.02825737,-0.08119106,26
P42417,-3.0669823,1.350615,-0.580492,59
S42439,-3.9914608,0.41963673,-0.22239351,26
S42446,-3.8492546,0.37163448,-0.10126877,26
P42478,1.4098167,1.2945724,-0.90026474,42
S42543,9.030291,2.217492,-6.586643,0
S42560,-3.1909199,1.2510595,-0.47735977,59
S42561,-3.2392988,1.1883864,-0.4493637,59
S42593,-3.6151323,1.3504086,-0.26428413,53
S41053,-3.6271877,0.22905111,1.5872893,55
S41054,-4.1451073,-0.24675417,-0.26145315,26
P42488,-3.0258198,1.3803234,-0.6310015,59
S41042,-4.8489113,0.35187244,-1.5813937,9
S41050,-4.930668,-0.26096725,-2.143073,9
P41111,-4.7074137,0.49606705,-1.5514526,9
S41121,-4.9281883,0.18242264,-1.6817942,9
S41140,-4.8111763,0.3851714,-1.6115036,9
S41143,-4.9413567,0.21156406,-1.8083963,9
S41149,-4.9451675,-0.7891674,-2.1587,9
P41173,-4.944565,0.1891613,-1.8103285,9
S41203,-5.092039,-0.29310608,-1.8513889,9
S41271,-4.4906015,-0.9112406,-1.7623825,9
S41300,-4.899729,0.23863935,-1.677804,9
S41319,-5.2329254,-0.636538,-2.216013,9
S41320,-4.5868015,-0.5575218,-1.4288645,9
CWE41666,-0.08889532,-3.456317,0.01412487,19
S41670,-4.9826965,0.022916794,-1.8216057,9
S41697,-5.0980253,-0.1591258,-1.9215956,9
S41879,-5.08589,-0.37088966,-2.0415878,9
S42015,-5.187333,-0.27097988,-2.138218,9
S42037,-4.830413,0.36388493,-1.5918684,9
S42052,-5.1166525,-0.14853668,-1.9410553,9
S42056,0.060643196,3.9307766,-0.4561367,20
S42077,-5.176118,-0.33650494,-1.9947824,9
S42088,-4.1446896,0.2482338,0.2044301,26
S42095,-4.9906096,-0.027198792,-1.9620066,9
SE2136,-4.817174,0.39678335,-1.6276083,9
SE2218,0.1685381,2.4773126,0.84174013,1
SE8000,-5.168803,-0.6148977,-2.1786518,9
SE8001,-5.2410297,-0.5255146,-2.2226582,9
SE8002,-5.0914536,-0.22433186,-1.8763924,9
SE8003,-5.2713814,-0.43700695,-2.1598186,9
SE8004,-5.1173334,-0.58684444,-2.0759935,9
SE8005,-5.08107,-0.66245747,-2.0983648,9
SE8006,-5.103857,-0.23162746,-2.0958347,9
SE8007,-5.0780563,-0.67126894,-2.003852,9
SE2236,-4.974947,-0.4172411,-1.9000711,9
SE2241,-5.0444107,-0.35664654,-1.9945612,9
SE2244,-4.6609507,-0.7597337,-1.6161852,9
S42256,-4.9245033,-0.26794386,-2.0233617,9
S42301,-4.754938,-0.81932783,-1.7070274,9
S42303,-5.103427,-0.18976688,-1.8528099,9
P42348,1.5723305,1.2909298,-0.7851305,42
S42352,-4.760684,-0.64608765,-1.7233429,9
S42368,-4.918126,-0.7150421,-2.033811,9
S42372,-5.0882673,-0.5418911,-1.9631882,9
S42391,-5.1054077,-0.5350485,-1.987318,9
S42395,-4.9096746,-0.25208378,-1.8128214,9
P42402,1.4597425,1.9364834,-0.74747324,45
P42452,1.5459852,1.2996769,-0.8226118,42
S42546,-4.772272,-0.8123846,-1.7657037,9
S42549,-4.9401484,-0.62729454,-2.198988,9
S42587,-5.1246204,-0.48887444,-1.8918695,9
S42625,-4.5788984,-0.2922573,-1.3139338,9
S41123,-2.0797033,4.64797,0.16112041,7
P41332,-1.7112503,1.4564829,2.1652908,34
P41368,-1.7278147,1.481328,2.1617622,34
P41177,-3.82333,0.7023907,1.9172964,52
S41258,-3.7739964,0.86446,2.012888,52
S41290,8.369217,2.4023829,-6.135729,0
CWE41506,1.1472011,-1.2327056,-0.026302338,41
SE1575,0.19294691,2.4954906,0.84958935,1
S41637,-0.5638523,3.7744646,-0.8852415,20
S41639,-0.5848975,2.0862775,0.21661282,46
S41641,-0.5938778,2.09313,0.20630646,46
S41654,-4.3742037,-1.1153765,-1.6708779,9
S41687,-3.5843992,0.79723597,2.0877018,52
S41771,-3.4202366,0.22415161,1.7722988,55
S41783,-2.778923,-0.23352766,1.6533089,40
S41828,-3.7365093,0.73021936,1.9979281,52
CWE41840,-3.6554317,0.40991116,1.7176828,55
S41851,-0.5933304,2.1147852,0.19758177,46
S41926,-0.05106449,-2.3243651,-0.3266163,19
S42002,1.6222615,1.1198397,-0.7412443,42
SE2203,-3.5578728,0.2043333,1.6823926,55
S42528,-2.2833314,-3.2176552,-1.1913519,15
P42568,-3.7862186,0.8600559,1.9997725,52
S42569,-4.1678658,-0.12937498,-0.13874245,26
P42574,0.059024334,3.8321352,-0.5207405,20
S42582,-1.9285975,4.784008,0.079236984,7
S41040,0.98482466,1.1900492,-2.4982667,61
S41046,-2.7999659,-2.619152,-1.5193138,24
S41178,-4.1329126,-0.034290314,0.03456831,26
S41264,-2.87846,-2.3768396,-1.2850871,24
S41273,-2.8272915,-2.6496487,-1.5304441,24
S41297,-2.6579409,-2.5643177,-1.2087164,24
S41455,-2.7142649,-2.605257,-1.4270706,24
S41540,-0.5855427,2.079195,0.21398544,46
SE1559,0.35630608,2.2564812,1.1576996,1
S41619,-4.6512966,-0.8569393,-1.9108601,9
CWE41675,0.9473357,-1.6308699,-0.8404541,16
S41677,1.5582552,1.3438282,-0.7043276,42
CWE41713,-2.7930317,-2.659886,-1.5632353,24
DLIT1772,-1.5427909,-2.2475128,0.15778351,36
S41773,-0.34342575,-2.420992,-0.62890434,19
