code,x,y,z,cluster
S31287,0.23930502,-1.3413587,-1.9898143,16
S31627,0.12127352,-3.3628745,2.9058132,30
SS32770,-2.6013393,-2.6242633,-1.2308121,24
S32367,1.0132356,1.2062874,-2.4649363,61
E32433,0.5342307,-1.1395378,-2.043229,16
S32147,-0.32352352,-3.779674,2.6142788,30
S32622,-3.335514,0.7356682,2.2918992,56
S32892,-4.7819405,0.43443918,-1.5529041,9
S34850,-4.06005,0.1518507,0.12095642,26
SE2333,-1.225215,-0.8611684,1.9885602,51
S31705,7.441334,3.652565,-5.327301,0
SS31853,-0.50032234,4.07502,-0.33700848,20
SS33300,-0.28873825,3.9040537,0.049073696,20
S31817,1.5093145,1.8398194,-0.76728725,45
SE2573,-1.7160592,0.8319526,2.9954896,39
S32601,-5.0813494,-0.603981,-1.919817,9
S31721,-0.24276829,-1.788065,-1.3606925,16
SE2440,-2.4585428,-5.3382006,-1.9085321,23
E32448,-1.7274723,1.1254015,2.5652103,34
S32232,-2.7063026,-2.493866,-1.3016934,24
S32518,9.399061,2.4980507,-6.1610928,0
E31247,-0.01773882,4.163642,-0.13543892,20
SS33181,-0.15299225,-5.365838,1.0857778,18
S33139,-0.49663925,5.53648,-1.5959301,6
S31952,1.4759741,-0.73332405,0.071733475,41
S32025,-1.6104116,-5.86792,0.63734484,14
S31659,-2.5221586,-0.64310694,0.67871,37
S31756,-5.0055647,0.026019096,-1.9561386,9
S32014,8.737128,2.3490047,-6.00368,0
E31421,-0.25343418,-3.5487518,2.629305,30
S31836,0.026656628,3.538824,0.2727909,20
S33281,-2.310028,5.372655,0.2687645,7
E31465,0.42791176,-1.0607452,-2.1844826,16
S31266,1.3002625,-0.9945245,-1.4729362,16
S31351,-4.1163435,-0.047549248,-0.135458,26
S31398,-1.4699545,1.2344837,2.4318695,34
P31411,0.04423237,-3.5062222,2.6958456,30
E33212,0.954237,-0.29005527,3.1812792,4
SS33108,-3.8502722,0.43538475,-0.08934307,26
SE2690,1.886056,-0.8809042,0.1249876,35
S32046,7.865076,2.698588,-5.6669674,0
S33322,0.74398947,-0.21078205,2.9499722,4
S31722,-5.069395,-0.73217964,-2.0518942,9
S32048,-0.3837452,5.6271753,-1.5632572,6
CWES1971,-0.4515972,5.337945,-1.197916,6
SS33004,-1.7215748,-5.8578634,0.72396755,14
S32735,-1.9207354,-4.3004665,-0.6641054,22
S32831,0.9955468,1.1814203,-2.4806128,61
S31943,-0.29105902,-3.832508,2.3361158,30
P31129,7.334713,1.5573349,-5.49092,0
S32812,7.3135777,3.631823,-5.2128735,0
S31475,-4.9523315,0.07480192,-1.7194886,9
S32109,1.0191398,3.3889618,0.17311192,20
S32020,-0.3273363,-3.0005589,0.5745897,10
S31297,0.30844116,-3.5022745,3.0344348,30
S32165,-0.45810223,5.576519,-1.5594873,6
E32334,9.071058,2.3375683,-6.46889,0
S31189,-2.1684408,5.4261208,0.42057896,7
SE3208,9.330902,2.4870834,-6.1916485,0
S31571,7.4486427,1.2832589,-5.370804,0
SS31513,-0.40602493,3.8465338,-0.15499139,20
S32240,-0.004128456,-2.3711348,-0.5822344,19
T2506,1.2238064,-2.2170591,0.3031702,11
ART3327,0.5184593,-0.8750267,-2.2617736,16
S32279,0.4610176,1.461813,-0.016025066,3
S31691,-5.132859,-0.63346577,-2.1162186,9
T3198,0.25744915,1.315196,6.980591,58
CWES1802,-0.562974,-0.63099766,2.9291353,28
T2504,0.4861927,-0.2718072,2.9998975,4
CWES1964,-4.5454226,-0.66241026,-1.4222727,9
S31392,-4.845376,0.29279518,-1.5878897,9
S31315,8.608467,2.3711739,-5.99419,0
E32643,6.8772364,3.30898,-4.901766,0
S31893,0.037484646,3.7639503,0.108454704,20
S32508,-1.3450003,-0.9367833,1.9247789,51
S32742,-2.467327,-5.335253,-1.8916302,23
SS33294,-3.5606537,0.08384752,1.6268673,55
S31848,-1.5453873,-4.8137608,-0.7224493,22
S32516,-1.9121442,-4.3038635,-1.0271502,22
S32968,1.041511,3.470457,0.23366404,20
E32390,8.786865,2.499107,-6.000848,0
CWES1098,-0.62918186,-0.7876706,2.8748646,28
SS32963,-2.482956,-5.130787,-1.780942,23
E31420,7.4009237,3.257328,-5.337796,0
S32572,-2.6731272,5.3484545,0.35165596,7
S32977,-2.6557765,-2.4483967,-1.1629553,24
S33174,8.285181,1.6661432,-5.98857,0
DLIW2478,-1.2397146,-0.7550583,4.04113,5
S31514,-3.6194525,0.2863989,1.631125,55
SS33038,-5.1992836,-0.31691265,-2.1315007,9
CWES1112,-0.27447414,1.3043308,0.93190527,1
S31538,0.9844451,-2.081893,0.39278698,11
S32425,-2.733265,-0.2305727,0.47075272,37
S32111,-0.2856493,4.199147,-0.36558008,20
S33095,1.192913,-1.3829317,-1.0752544,16
S31580,-5.0595255,-0.13589,-1.9001088,9
S31849,-3.6279068,1.3099709,-0.29699516,53
S32382,-0.32544422,5.65065,-1.5013323,6
S31380,-1.1858091,-5.7259808,-0.14822674,33
S31635,-1.6370983,1.297019,2.3226252,34
E31212,0.33777237,0.05735302,2.9220295,4
S32054,9.003648,1.9603119,-6.2742167,0
S31772,9.329594,2.4773364,-6.240753,0
DLIW2475,-5.0020447,7.3371925,-4.7616854,62
P31155,1.6079817,0.45946884,-0.659894,43
CWES1132,-0.6622572,-0.8519201,2.8329096,28
S32194,8.578266,2.459455,-5.8410397,0
S33190,-0.8049197,-2.1839857,0.63481903,29
S31757,-0.57227325,-4.1496754,-0.20771265,50
S32004,6.7901917,3.3898544,-4.815875,0
CWES1526,0.013401508,3.9971933,0.11274338,20
SS33011,-0.068071365,-5.2721233,1.108244,18
S32637,-3.9879322,0.3251891,0.01717949,26
S32330,-0.3366871,0.98067474,2.9253244,4
SS32769,-1.9718885,-4.2111063,-0.87073135,22
SS32979,-0.7195201,-2.9859319,1.6436262,30
S32610,8.219204,2.4319334,-5.852474,0
S32038,1.3822384,-0.78424835,0.08928108,41
E32744,-0.0503273,-2.5516443,1.8233023,31
S31533,-2.7085276,-5.4533863,-2.1342545,23
CWES1175,-0.596262,-0.79511833,2.82403,28
SS33143,8.776569,2.0084248,-6.3485556,0
S31477,6.9378357,3.3121452,-4.956691,0
S32763,-4.1697636,-0.60258484,-1.2711344,9
SS33305,-0.754004,-2.1176648,0.67996645,29
S32880,0.24452019,-1.3309851,-1.9970908,16
P31417,-4.8652697,0.34523392,-1.6950912,9
S32725,-1.779686,-1.368381,1.656064,60
SS31812,-1.5252471,-4.5097427,-0.80692434,22
S31913,6.7713966,3.3177352,-4.801525,0
S32009,7.293211,3.2652988,-5.2613993,0
CWES1966,-0.7310419,-1.0138955,2.8347015,28
SS33267,-2.3419566,-3.3437982,-1.1352787,15
S31231,-1.3701448,1.1159997,2.3959575,34
S31874,-2.4606895,-5.3394527,-1.8823376,23
S31319,-5.1725674,-0.33604145,-1.9774847,9
SE2345,1.0049429,1.1737623,-2.4794483,61
S31927,-2.5940442,5.658802,0.4392376,7
S33191,8.5845585,2.5084639,-5.860319,0
S31588,-1.394227,1.1135864,2.4081583,34
T2505,-0.004407406,-3.4808216,2.6184254,30
S31381,-0.33402348,5.786085,-1.518158,6
S32064,-2.716929,5.3038654,0.30110836,7
P31607,1.3763924,-0.7685833,-1.6222081,16
S32799,0.8601427,-0.12638378,3.0102892,4
S31222,7.0903244,3.3309145,-5.079772,0
P31427,-0.07218981,-2.5239406,1.7974634,31
S32252,0.21703768,0.27258778,0.44076347,13
DLIW2319,-5.0019436,7.337105,-4.761589,62
S31277,-0.6127267,-3.1584282,0.67589664,10
P31638,7.359461,1.5424128,-5.4692955,0
SS33189,-0.87973404,-5.5172625,0.104669094,33
S31838,-1.3534298,1.1069584,2.33568,34
S31811,9.18519,2.1530318,-6.4791584,0
SS33091,8.400648,2.6113195,-5.977049,0
S31505,0.41546965,3.9170656,0.028812885,20
S31717,-0.3598578,1.0167084,3.0598202,4
S32714,-0.04185772,-3.827299,2.725277,30
S32184,-2.818102,-2.6439533,-1.5320578,24
S31331,8.210302,2.3470821,-5.977769,0
SE2691,9.223801,2.18217,-6.530651,0
SS33082,-0.08404446,-5.3462734,1.1629157,18
S31996,-4.819065,0.38803673,-1.6519756,9
SS33114,-2.441268,-5.145031,-1.7566719,23
S32285,0.031077862,-3.8664136,2.7533216,30
S31357,-2.7260504,0.26531982,1.7920265,40
DLIW2479,-0.28682995,-0.22399521,3.1909142,21
DLIW2315,-1.2209206,-0.7739539,4.0200396,5
S32748,-1.3625059,-0.89146805,1.9707761,51
SS33184,8.881036,1.9055161,-6.343774,0
S32469,8.9652195,2.7024274,-5.980257,0
T2507,0.2911148,3.9933853,0.16716099,20
S31226,-2.5233078,-0.10251236,0.61706924,37
S31739,-2.5066423,5.616358,0.49755096,7
S33051,0.21886635,1.3031845,6.93754,58
S32071,-2.6431074,5.27262,0.12792921,7
S31591,0.5580034,-0.9337492,-2.220336,16
SS33232,-4.7567024,-0.8709669,-1.930481,9
S31583,-4.0190144,0.29076004,0.07536793,26
S31455,-0.19635153,-4.535223,0.27298164,50
S32031,-0.35189056,5.678097,-1.5504208,6
P31618,0.18838882,0.1242919,0.2918296,13
S32002,-2.2558193,-3.1842065,-1.1792002,15
P31205,7.23769,1.4596195,-5.360979,0
S31232,8.4973755,2.121666,-5.9556293,0
S32164,1.313777,2.1072693,-0.8749428,45
P31409,1.4487929,1.9582071,-0.7647748,45
SE2534,-3.5583591,0.21767235,1.7076492,55
E32337,0.038942337,-3.9386902,2.8193178,30
S32108,7.3832035,1.3818159,-5.462764,0
S31260,-4.5103607,-0.3473134,-1.2096725,9
S31531,1.5061865,1.3435025,-0.8472252,42
SS32701,8.758597,1.8566427,-6.263933,0
S32538,6.955164,3.3464289,-4.9725323,0
S31462,0.1802311,4.0269833,-0.005599976,20
SS32976,-1.4159546,4.067827,-0.055205345,17
S31574,-2.4679346,1.2652378,3.0166464,54
SS33188,-1.5495558,1.1074677,2.2435565,34
SS33032,-5.2088203,-0.3122301,-2.199479,9
DLIW2320,-0.7810917,-2.8127518,2.767602,47
CWES1184,1.0341573,-2.360632,0.5401168,11
S31781,-2.723755,-5.5251837,-2.1778774,23
S32517,7.3445663,3.2542052,-5.2910967,0
SS33013,-0.4553423,4.2257586,-0.7325916,20
S32212,1.1251831,2.3791122,-1.3893518,49
P31402,1.4972839,1.3333588,-0.85151196,42
SS33259,1.5140686,1.6387734,-0.75156164,42
CWES1177,-0.64475584,-0.7349992,2.8708582,28
S31527,0.12535095,-3.5514297,2.8976192,30
S31227,-1.3796778,-4.5011044,-0.6270695,22
S31053,8.8958025,2.3015566,-6.376279,0
P31670,7.3686028,1.4561958,-5.4336014,0
S32134,-0.1888504,-5.326227,1.1211424,18
S32868,-0.22041512,-1.7221193,-1.4118795,16
S31509,-3.5744524,1.1672807,-0.2657423,53
SS33225,-2.1086402,-3.0540934,-1.0414257,15
P31439,1.3963661,2.0128632,-0.808445,45
DLIW2323,-1.2389965,-0.75548077,4.0390415,5
DLIW2474,-1.2400403,-0.7552066,4.0392494,5
E33253,-0.17129707,-5.298378,1.1501503,18
S31064,-1.558372,1.2725153,2.2570505,34
SS32980,-1.970901,-4.194023,-0.7721462,22
S31620,7.382593,1.346798,-5.4080477,0
P31388,7.0907116,3.347187,-5.040408,0
P31258,1.3966475,2.0111122,-0.6025729,45
S33290,0.4116063,3.5579853,0.23270321,20
E31443,-5.025032,-0.19764566,-1.7719202,9
S32642,-2.2630439,5.383975,0.42211485,7
S31619,9.045822,2.417717,-6.19431,0
CWES1572,1.4652634,0.08535957,2.3856983,2
S31700,-0.2697401,-4.3567743,0.108240604,50
S31600,8.626044,2.3544765,-6.2284775,0
S32580,8.090211,1.9996357,-5.7084465,0
S31542,7.515829,3.1764507,-5.412961,0
S32110,6.8607225,3.3341036,-4.8861713,0
S31703,0.07114124,3.8041124,0.20970726,20
S31675,-1.19279,3.9321685,-0.20191765,17
DLIW2325,-5.006098,7.347311,-4.767029,62
SS33287,-0.18176174,-4.1611385,0.050575733,50
P31469,-3.830183,0.8333397,1.961977,52
S31829,1.5453281,1.2401762,-0.78523064,42
S32930,-4.770918,-0.5885124,-1.771491,9
S31311,-1.1606541,1.1971817,2.5050488,34
SS33039,-5.182869,-0.29324722,-2.1670904,9
S31755,-3.246191,1.1917324,-0.4508705,59
S32085,-0.38838005,5.2001934,-1.046051,6
P31661,0.32289267,0.7571945,3.00708,4
P31158,7.182329,1.4306145,-5.250369,0
CWES1186,-0.6794319,-0.8208928,2.819335,28
S31252,-1.2333155,-5.6924562,-0.22095299,33
SS33008,-1.1290984,-5.7450066,-0.1858201,33
SS33098,1.5352397,1.8106375,-0.80970955,45
SS33053,-4.844905,0.08489227,-1.6401434,9
S31605,-0.77785206,-2.7684975,2.7917843,47
S31608,-0.42804337,5.369069,-1.2403669,6
SS33134,-4.839205,-0.43877888,-2.0076962,9
S32480,9.173344,2.3053331,-6.454406,0
SS33003,9.433104,2.4635873,-6.1538944,0
SS33209,8.598035,2.4502277,-5.844158,0
S32128,7.4353495,3.594019,-5.3187065,0
S31622,0.128901,4.087925,0.02409172,20
SS33161,-1.5306973,-4.195491,-0.67645025,22
SS33180,-1.6332302,-4.238637,-0.6156912,22
S31758,-0.18555212,0.92675734,2.9505606,4
S31486,-0.24042034,-3.777773,2.6337748,30
S32395,-0.47395086,5.2462187,-1.1696477,6
S31502,-0.35002232,3.775031,-0.52758217,20
S31650,-0.11964035,4.271104,-0.21724701,20
SS33100,-1.203577,-0.7011218,2.0825157,51
S32752,7.459507,1.6437702,-5.542898,0
S32163,0.2377243,1.3187704,6.970585,58
SS33298,-1.9917731,-6.1773586,0.8351879,14
CWES1197,0.8962064,-1.3059559,-1.5805063,16
SS33080,-0.19408703,-5.277993,1.1852856,18
S31593,-1.5622435,1.2663832,2.1357646,34
S32057,-3.2146702,1.2141085,-0.44268417,59
S31560,7.205885,3.5654402,-5.1505356,0
CWES1142,-0.67668533,-0.7769685,2.8070488,28
S31391,7.3000307,3.5088587,-5.233103,0
P31198,1.0913467,3.3473244,0.1441207,20
DLIW2324,-1.1950488,-0.8193779,3.9980364,5
S31714,2.0945683,-0.78841734,0.029574871,35
S32962,-1.5569015,1.0772877,2.527121,34
P31511,6.6178493,2.4789038,-4.6696854,0
P31633,7.497484,1.4292121,-5.57086,0
SS32995,0.11869526,4.085492,-0.095033646,20
SS33173,-1.2670479,-3.0104046,0.16347456,38
P31536,1.6278486,0.9953666,-0.73017263,42
S32862,0.16618156,1.0557518,0.16658878,3
E33247,-1.591815,-6.568247,0.15711212,57
E32634,-1.6791859,-4.370579,-0.6646161,22
S31709,-0.08612776,-5.385028,1.1303558,18
DLIW2318,-5.1434937,-0.6233926,-1.8333492,9
S31793,-0.4495983,5.357361,-1.2569332,6
S31261,8.9929,2.1943989,-6.539076,0
P31405,8.539818,2.2779264,-5.949772,0
S31694,7.967779,1.9077473,-5.719282,0
S32219,8.510925,2.0985603,-5.915867,0
SE2689,9.141621,2.5522962,-6.1351643,0
E31473,0.11597633,0.75821304,2.9293823,4
S31581,0.9971981,-0.9655223,0.25606441,41
S32396,-2.8114176,-2.6479125,-1.5429115,24
S32045,0.6739254,-2.2902527,0.696928,11
S32271,-2.573061,-0.47036362,0.6329117,37
SS32804,-0.21975327,-2.680563,1.7889194,31
S32909,0.11125469,-2.4005828,2.1503181,8
S31203,0.43000412,1.420641,0.021429062,3
P31354,0.12026596,0.4560747,0.48991394,13
S31993,-0.3186865,4.3414497,-0.4084084,20
S32050,-1.6524925,1.1707821,2.36725,34
SS33172,-1.2984123,1.2810774,2.4350214,34
SS33129,-2.1149545,-0.67004013,-0.13107395,32
S31437,-2.7570353,-2.6129246,-1.4794369,24
DLIW2321,-0.32091904,-0.21429062,3.1933727,21
DLIW2322,-0.31816292,-0.22442532,3.185485,21
P31596,7.3824615,1.5365944,-5.5557814,0
S32162,7.4862537,1.3874569,-5.4833565,0
SS33263,8.911625,2.2075548,-6.4663267,0
S31275,6.7219324,3.3701506,-4.7540607,0
S32800,1.1710348,-1.055543,-1.2319598,16
S31564,-1.5113997,1.1934242,2.261528,34
S31251,-4.6066055,-0.9894409,-1.8249898,9
S33164,-1.3488703,-1.0044632,2.0052857,51
SS33015,-0.2500291,-5.2590666,1.0775247,18
S31982,-0.39409733,-4.361477,-0.10077,50
SS33169,8.675196,1.8160529,-6.1991053,0
S31195,8.646277,2.3665066,-6.029359,0
S31240,8.323961,2.237947,-5.931612,0
S31625,8.204591,2.4444337,-5.8431416,0
S31441,-1.7588902,-5.9030952,0.8105595,14
S31482,0.1331482,-1.4180651,-1.937851,16
S31959,-0.5643587,3.670895,-0.93432903,20
DLIW2326,-0.77636623,-2.818921,2.762394,47
S31115,0.15009737,-3.4457064,2.9032917,30
SE2681,1.0088534,1.1804762,-2.4754524,61
S33157,-0.26758957,5.422325,-1.2142696,6
S31497,0.44629478,3.5725908,0.20028925,20
SS33127,-1.7988429,-4.319027,-0.7488127,22
S31547,1.0305986,-0.33750963,3.0959644,4
SS32974,-0.093835354,4.1143293,-0.032759666,20
SS33020,-1.0080929,-5.5731325,-0.001077652,33
SS33102,-0.16989136,-4.3421135,0.15105009,50
S31521,-0.17326403,-3.3526707,2.3587017,30
P31299,-2.635426,-5.4797764,-2.1002884,23
SS33126,-2.1245627,-3.9744759,-1.0469713,22
P31317,-1.7173438,1.429285,2.0798726,34
SS32967,0.9947729,-0.29340458,3.2096062,4
P31767,7.439952,1.6366749,-5.515251,0
S31954,8.715557,2.1061358,-6.0939007,0
SS32945,7.392273,1.5019569,-5.551243,0
S32869,0.37188816,0.32505322,0.5469732,13
S31955,-0.25250864,-3.7730026,2.7338905,30
S31783,-1.9561024,-4.2064466,-0.8330045,22
SS33037,-3.2084494,-2.0920587,-0.7410407,27
DLIW2327,-0.31671524,-0.22475433,3.1858149,21
S32887,0.58521795,-0.7110634,-2.3039913,16
SS33255,-0.16640854,-1.6677742,-1.499362,16
S31554,-0.06893349,3.7343693,-0.005705357,20
S32012,-3.1023617,0.5623932,2.1441307,56
P32578,0.11253834,-2.4726038,2.181562,8
SS33151,-2.753685,-2.5644102,-1.3989668,24
S32513,-4.5548134,-0.7070408,-1.5074053,9
DLIW2314,-0.29911232,-0.21920395,3.186922,21
S32247,9.221758,2.4824886,-6.103959,0
S32153,1.02741,-1.1803637,0.08441734,41
S32161,-0.38750267,-3.087696,0.54808235,10
S31972,-1.01652,-5.703641,0.08357477,33
SS33045,-4.1499767,-0.15232182,-0.1281662,26
SS33138,-0.5912523,-4.2040205,-0.28362513,50
SS33227,0.022450447,-5.179208,1.022727,18
S32237,8.393154,1.7087903,-6.0261517,0
S31751,-1.2617397,3.933344,-0.13159084,17
SS32946,0.13169336,-3.3444052,-0.1693027,19
S32932,-4.759225,-0.3966322,-1.6296129,9
S31871,-0.43962145,-3.4057307,2.131618,30
S32290,1.0975866,2.3626766,-1.369307,49
SS32998,-1.8502216,-6.1418743,0.3552208,14
P31678,1.5635724,-0.5963621,-0.16228437,41
SS33076,7.379163,3.5926476,-5.2745686,0
S32178,0.036712646,3.3095694,0.09198761,20
S31403,0.2474451,-4.0473638,0.22891617,50
SS31903,-0.26887512,-5.177533,1.2348957,18
SS33165,-3.5114422,0.23601246,1.755909,55
CWES1199,-0.13116264,-1.6299582,-1.5516658,16
S32344,0.2650218,1.8845882,0.020907402,3
SS32972,0.1390543,3.8795142,-0.45290756,20
DLIW2329,-5.0947533,-0.6175995,-1.8313127,9
SE3258,-4.0673194,0.20484734,0.020082474,26
S31404,0.047558308,-3.462696,2.7732792,30
DWS2593,-2.2278671,5.3724585,0.2993393,7
SS32765,-0.02737236,-4.294221,0.17992878,50
S31432,8.2436075,2.4754553,-5.926524,0
S32921,8.758623,2.2031727,-6.418933,0
S31141,-0.26521492,-2.5392475,-0.5897989,19
S31935,-4.418111,-1.12043,-1.7246265,9
S33332,0.03177929,-3.3472753,-0.21276665,19
S31749,-1.7897921,1.0726986,2.6042309,34
S31791,-5.0203485,-0.6658931,-1.9359474,9
S32137,-2.7409258,-2.5091057,-1.3014073,24
S31211,-1.5094471,1.145083,2.138505,34
S32143,-2.3669095,-3.089674,-1.2328162,15
S31069,8.503525,2.3139825,-6.0943165,0
S32155,9.006666,2.240036,-6.586214,0
S32531,9.364906,2.3914604,-6.286417,0
S31809,0.5555792,-0.26231718,3.0095892,4
S31623,0.42528915,-1.2606792,-2.050837,16
S32589,1.4364519,1.299655,-0.86390686,42
SS33033,-4.710885,-0.84359646,-1.7207966,9
SS33012,-2.5576868,-0.5375757,0.44433832,37
SS33199,-0.26765823,-3.5860677,2.6906452,30
S32929,-0.86332893,3.9107199,-0.55009174,20
S31435,-2.4881086,-5.3663445,-1.9259176,23
S32428,-4.53446,-0.9308672,-1.6728497,9
S32442,-4.6039314,-0.74182034,-1.5530005,9
S31348,9.186029,2.1631622,-6.5038643,0
S32027,7.4235964,3.3588138,-5.3011723,0
SS33213,-2.6457605,-0.38314438,0.22066784,37
CWES1969,-0.62875223,-0.84757423,2.7195473,28
SS33079,-0.06481552,-3.2246199,-0.4021244,19
SS33103,-0.11075497,-3.1431894,-0.3436184,19
S32117,0.41603804,-1.236824,-2.048242,16
S32924,-3.2701187,-2.0510893,-1.0713291,27
S32135,0.48610973,0.13472176,2.9763498,4
S32829,-0.6306515,-2.2515306,-0.7762809,19
P31214,7.44219,1.7298427,-5.5058966,0
S31584,8.008965,2.468574,-5.763157,0
S32895,8.488815,2.2148337,-6.246704,0
S32239,7.171212,3.3923512,-5.1570377,0
SS32777,-1.5051279,-4.808666,-0.68279076,22
SS33021,-2.0107064,4.99098,0.19419622,7
S32912,-2.681611,-2.4493675,-1.2102222,24
S31520,-3.632207,0.99383307,1.9267111,52
S32233,-4.703103,-0.77216434,-1.6411972,9
DWS2785,-3.9612694,0.29631948,0.008381844,26
SE2802,-1.1373181,-0.63781786,3.5558615,5
S31696,-0.52217484,-4.274521,-0.19664001,50
SS31510,-4.1230135,-0.115905285,-0.09284067,26
S32180,9.047167,2.412612,-6.4936295,0
P31674,7.4920645,1.4365788,-5.590992,0
S32828,8.530585,2.2108326,-6.2127104,0
S31517,-1.3153138,3.7238827,0.0670557,17
DLIW2472,-1.2266455,-0.78508997,4.0255136,5
S32917,8.541731,2.2675543,-6.3370504,0
S31336,-0.4382,-2.2662554,0.8434906,29
DLIW2473,-2.7737036,-2.479206,-1.3043518,24
P31230,-3.810319,0.8015771,1.9679546,52
P31471,1.571168,1.3270321,-0.7859316,42
S32872,-3.5983038,0.19247437,1.6549935,55
S32883,-3.132143,-2.165844,-0.91536903,27
DWS2712,-3.6766243,1.1580338,-0.24987507,53
SE3196,7.460766,3.5718002,-5.3387547,0
SS33261,-1.7101712,-2.250452,0.13685274,36
S31677,0.8244467,0.075172424,2.9945583,4
ART3331,1.1425533,2.4091024,-1.429316,49
SS33062,-0.636251,-2.2453337,0.72949266,29
SS33142,8.8605,1.9445744,-6.3957148,0
S32850,0.43096113,0.31813908,0.3363533,13
S32900,-3.537057,0.21936989,1.7168102,55
CWES1965,-0.608685,-0.850368,2.7338276,28
SS33235,-4.054121,0.13224363,0.004349709,26
P32399,-1.7486725,1.302948,1.9492297,34
S32416,1.2274952,-0.7186651,-1.5379362,16
S32884,-3.8612328,0.20492268,0.81842613,25
SE2540,-1.4325318,-2.3347163,0.37192345,36
S32055,-0.30407143,5.69676,-1.491682,6
S32466,7.0762424,3.512877,-5.050745,0
S31302,-2.6740417,-2.5802383,-1.3523026,24
SS33155,-0.43029737,-3.0799875,0.6705637,10
S32226,8.733589,1.8103266,-6.311819,0
S32916,8.686314,1.9804478,-6.142582,0
S31506,-1.5780244,1.2429366,1.9641075,34
E31428,1.595356,1.1287823,-0.7586007,42
S32927,-4.6226416,-0.7324467,-1.6282878,9
P31686,-2.5790672,1.3143802,3.0029511,54
S32743,-1.2865114,-0.9576645,1.904686,51
SS33205,1.0269976,-2.371543,0.5578842,11
DWS2648,-1.125834,-0.6907253,1.8366513,51
P32267,8.406545,2.3937678,-6.144512,0
SS33149,-0.313653,4.327093,-0.39407396,20
S32415,-0.22074318,-2.9141989,1.919189,31
S31263,0.15003586,-0.040657043,2.5739794,4
DLIW2476,-1.239934,-0.75129604,4.045292,5
S32830,8.940636,2.5179539,-6.148469,0
S32853,-1.3612227,-2.8765287,0.10029125,38
S31597,-0.9280834,-5.497654,-0.04410553,33
S31489,-2.095193,-4.0164986,-0.9723997,22
P31665,1.1340003,-0.29051924,2.8476644,4
S31326,7.5062695,1.3593187,-5.4822054,0
S31891,8.396691,2.383326,-6.006954,0
S32934,7.733732,1.9011307,-5.6356106,0
S31814,-0.42586374,3.7748451,-0.50587654,20
S32836,-0.9039879,3.7715435,-0.5800543,20
E31052,-2.6215553,1.2913761,3.0038195,54
S31566,0.012505531,-3.9118261,2.7976742,30
SS33236,-2.3669848,-5.073929,-1.6979218,23
S33097,-0.19464016,5.378706,-1.1115308,6
S31483,-3.7247467,0.9190912,2.04394,52
S32270,-2.7457256,0.1420393,1.6716595,40
S31933,-1.9362745,-0.68035984,-0.13627863,32
SS33116,-2.0889773,-3.9945688,-1.0057268,22
DLIW2471,-1.2395954,-0.7570114,4.0436525,5
SS33277,-1.915595,-6.0816956,0.6351738,14
S32845,-1.3195505,-2.335719,0.28314018,36
S32299,-4.9983377,-0.5330386,-2.1782513,9
SS32783,-1.6915855,-4.364708,-0.99932003,22
S32766,1.0997119,-0.22089672,3.1523342,4
S32378,-2.7170563,-2.4633799,-1.2590189,24
S32581,-2.6932888,-2.4829063,-1.1866426,24
S31461,-0.030434608,-4.2482314,0.049731016,50
S32958,-1.7864609,-5.903023,0.8332987,14
DWS2679,8.965525,2.5688653,-6.1670866,0
P31407,7.484131,1.4018002,-5.4892673,0
S32370,8.696648,1.8251438,-6.2041683,0
DWS2618,7.328738,3.2905607,-5.286072,0
S32221,7.058364,3.307745,-5.058155,0
S31616,7.41667,3.4209967,-5.3085155,0
SS33009,-1.5153079,-4.3760653,-0.86768866,22
CWES1738,-0.48473263,-0.5515218,2.969119,28
SS33219,-1.2712326,-2.3019338,0.34509087,36
S31631,-1.0700693,-5.512967,-0.15506172,33
SS33216,-3.5702791,0.18750286,1.6703753,55
S32874,8.388453,2.4618134,-6.2379456,0
P31243,-3.0005713,1.3182049,-0.63017225,59
S32368,-2.5925627,1.2692432,2.9945145,54
SS33006,-2.0469818,-0.7518234,-0.05158806,32
CWES2656,1.2241621,-1.066884,-1.4486837,16
S31541,1.0539608,-1.4458661,-1.1240311,16
S31320,-2.6126652,-0.13946724,1.6662865,40
P31601,1.5278211,-0.4190364,-0.38335323,41
S31306,0.6458435,0.09832001,2.960926,4
S31796,0.24998665,0.80651283,3.0409632,4
S31294,7.948181,1.8536215,-5.62794,0
S32882,8.558039,2.1119642,-6.1145706,0
S32896,8.320892,2.3821812,-6.082142,0
S33223,8.634032,2.419304,-6.467306,0
DWS2310,-1.486619,4.217742,-0.06546688,17
S32915,-3.6306953,0.22053194,1.6567717,55
SS32966,8.9873085,2.1514769,-6.3363085,0
SS33197,-0.57174873,-5.0191164,0.2508669,33
S31347,-2.895812,-2.531866,-1.4005833,24
S32458,-0.41409254,3.7528276,-0.3221364,20
S32903,-0.5930414,2.0955906,0.2022767,46
P31669,-5.0602055,-0.078122616,-1.8877888,9
SS33221,-1.7119951,-2.2290182,0.19407368,36
S31494,-0.80588436,-2.7337222,2.7359257,47
SS33018,-2.7277336,0.20303488,1.7415442,40
S31682,-0.9549236,-2.1297169,0.6297569,29
S32843,8.660477,2.3291197,-6.3803596,0
SS33019,7.9863605,2.967639,-5.7422857,0
S32910,8.84112,2.206555,-6.580036,0
P31449,-4.8004513,0.3917575,-1.6149502,9
